imdb_id,title,soup
tt0087781,The Natural,basebal talent sport robertredford glennclose kimbasinger barrylevinson barrylevinson barrylevinson drama
tt0073692,Shampoo,warrenbeatty juliechristie goldiehawn halashby halashby halashby comedy drama romance
tt0105265,A River Runs Through It,individu brotherbrotherrelationship gambl montana journalist prohibit fish pastor bradpitt craigsheffer tomskerritt robertredford robertredford robertredford drama
tt0093010,Fatal Attraction,sexualobsess wifehusbandrelationship deceivedwif marriagecrisi suspens lawyer extramaritalaffair eroticmovi michaeldouglas glennclose annearcher adrianlyne adrianlyne adrianlyne romance drama thriller horror mystery
tt0089360,Jagged Edge,proof client court lawyer courtroom beachhous heiress neo-noir glennclose jeffbridges petercoyote richardmarquand richardmarquand richardmarquand mystery thriller
tt0100680,Stanley & Iris,cook educ widow bakeri love tutor janefonda robertdeniro swoosiekurtz martinritt martinritt martinritt drama romance
tt0095631,Midnight Run,"crookedlawy bailjump manhattan,newyorkc robertdeniro charlesgrodin yaphetkotto martinbrest martinbrest martinbrest adventure comedy crime"
tt0099077,Awakenings,coma basedonnovel miracl frustrat hope basedontruestori hospit medicalexperi ill womandirector robertdeniro robinwilliams johnheard pennymarshall pennymarshall pennymarshall drama
tt0099291,Come See the Paradise,love dennisquaid tamlyntomita sabshimono alanparker alanparker alanparker drama romance history
tt0101393,Backdraft,brotherbrotherrelationship corrupt chicago fire offic firemen dangeroflif investig psychopath rescu arson explos kurtrussell williambaldwin robertdeniro ronhoward ronhoward ronhoward action crime drama mystery thriller
tt0101889,The Fisher King,holygrail homelessperson lossoflov mentaldiseas senseofguilt suppressedpast yuppi cynic fantasi self-discoveri housebreak forgiv gunrampag talkshow legend unsoci personrunningamok jeffbridges robinwilliams mercedesruehl terrygilliam terrygilliam terrygilliam comedy drama
tt0088007,The River,river melgibson sissyspacek scottglenn markrydell markrydell markrydell drama
tt0087091,Country,jessicalange samshepard wilfordbrimley richardpearce richardpearce richardpearce drama
tt0087921,Places in the Heart,warveteran kidnap sallyfield lindsaycrouse johnmalkovich robertbenton robertbenton robertbenton drama family
tt0090556,"'night, Mother",suicid epilepsi pulitzerpr basedonplayormus motherdaughterrelationship suicidebygunshot sissyspacek annebancroft edberke tommoore tommoore tommoore drama
tt0146675,End of Days,christian sex newyear'sev pastor nuditi nightmar bibl satanist faith ex-cop anti-christ atheist suspens priest hospit train newyorkc explos church violenc devil demon womaninjeopardi flashback arnoldschwarzenegger gabrielbyrne kevinpollak peterhyams peterhyams peterhyams action fantasy horror mystery
tt0120363,Toy Story 2,museum prosecut identitycrisi airplan collector teamwork friendship rescueteam garagesal duringcreditssting toycomestolif personif inanimateobjectscomingtolif tomhanks timallen joancusack johnlasseter johnlasseter johnlasseter animation comedy family
tt0155711,Flawless,independentfilm robertdeniro philipseymourhoffman barrymiller joelschumacher joelschumacher joelschumacher comedy drama
tt0189744,Miss Julie,seduct saffronburrows petermullan mariadoylekennedy mikefiggis mikefiggis mikefiggis drama
tt0134154,Ride with the Devil,civilwar friend raid tobeymaguire skeetulrich jeffreywright anglee anglee anglee drama war romance western
tt0161023,Tumbleweeds,independentfilm janetmcteer kimberlyj.brown jenniferpaige gavino'connor gavino'connor gavino'connor comedy drama
tt0104114,The Distinguished Gentleman,businessman greed fallinginlov eddiemurphy lanesmith sherylleeralph jonathanlynn jonathanlynn jonathanlynn comedy
tt0045877,The Hitch-Hiker,mexico suspens hitchhik womandirector filmnoir edmondo'brien franklovejoy williamtalman idalupino idalupino idalupino crime thriller
tt0033021,Santa Fe Trail,fight slaveri fanat war errolflynn oliviadehavilland alanhale michaelcurtiz michaelcurtiz michaelcurtiz action western
tt0172396,The End of the Affair,bomb sex jealousi infidel obsess worldwarii passion romanc cheatingwif church ralphfiennes stephenrea juliannemoore neiljordan neiljordan neiljordan drama
tt0144715,Holy Smoke!,sex adulteri jealousi nuditi fantasi tourist australia cult racist guru india religi womandirector katewinslet harveykeitel juliehamilton janecampion janecampion janecampion comedy drama
tt0160513,A Map of the World,sigourneyweaver davidstrathairn juliannemoore scottelliott scottelliott scottelliott drama
tt0158371,Sweet and Lowdown,newyork guitar jazz nightlif egocentr jazzmusician independentfilm prettywoman woodyallen benduncan(dj) danielokrent woodyallen woodyallen woodyallen comedy drama
tt0099165,The Bonfire of the Vanities,blackpeopl journalist success badluck broker tomhanks brucewillis melaniegriffith briandepalma briandepalma briandepalma comedy drama
tt0015863,Go West,busterkeaton howardtruesdale kathleenmyers busterkeaton busterkeaton busterkeaton comedy western
tt0028950,Grand Illusion,germani franc prison war escap camp aristocrat jeangabin ditaparlo pierrefresnay jeanrenoir jeanrenoir jeanrenoir drama history war
tt0079239,The Great Santini,highschool basketbal familyrelationship marin militari robertduvall blythedanner michaelo'keefe lewisjohncarlino lewisjohncarlino lewisjohncarlino drama
tt0050558,The James Dean Story,jamesdean film martingabel jamesdean lewbracker robertaltman robertaltman robertaltman documentary
tt0096171,Stealing Home,suicid friendship love jodiefoster markharmon haroldramis stevenkampmann stevenkampmann stevenkampmann drama romance
tt0014538,Three Ages,silentfilm busterkeaton margaretleahy wallacebeery edwardf.cline edwardf.cline edwardf.cline drama comedy
tt0100828,The Two Jakes,losangel privatedetect jacknicholson harveykeitel megtilly jacknicholson jacknicholson jacknicholson crime drama mystery
tt0096328,U2: Rattle and Hum,tour concert bono theedge larrymullenjr. philjoanou philjoanou philjoanou documentary music
tt0063056,Hell in the Pacific,japanes worldwarii pilot u.s.airforc navaloffic friendswhohateeachoth maroon pacificisland airplanecrash leemarvin toshirōmifune johnboorman johnboorman johnboorman drama war
tt0060463,The Glass Bottom Boat,spi widow dorisday rodtaylor arthurgodfrey franktashlin franktashlin franktashlin comedy romance
tt0150216,Cradle Will Rock,hankazaria rubénblades joancusack timrobbins timrobbins timrobbins drama
tt0205000,Deuce Bigalow: Male Gigolo,fish aquarium carniv hous callboy vacat illegalprostitut robschneider williamforsythe eddiegriffin mikemitchell mikemitchell mikemitchell comedy
tt0120689,The Green Mile,southernusa blackpeopl mentallydis basedonnovel heal deathrow jailguard greatdepress prisonguard electricchair magicr heal deathrowinm 1930s tomhanks michaelclarkeduncan davidmorse frankdarabont frankdarabont frankdarabont fantasy drama crime
tt0124315,The Cider House Rules,cigarettesmok africanamerican incest drugoverdos unwedpregn tobeymaguire charlizetheron delroylindo lassehallström lassehallström lassehallström drama
tt0141974,The War Zone,familysecret teenag incest raywinstone tildaswinton larabelmont timroth timroth timroth drama
tt0067328,The Last Picture Show,newlov graduat poolhal elop timothybottoms jeffbridges cybillshepherd peterbogdanovich peterbogdanovich peterbogdanovich drama
tt0051337,The 7th Voyage of Sinbad,island magic sinbad escap kerwinmathews kathryngrant torinthatcher nathanh.juran nathanh.juran nathanh.juran action adventure family fantasy
tt0166485,Anna and the King,civilwar fathersonrelationship eastindiatradingcompani traitor deathpenalti thailand palac burma daughter royalti teacher battl denunci jodiefoster chowyun-fat bailing andytennant andytennant andytennant drama history romance
tt0182789,Bicentennial Man,android hologram freedom futurist robot robinwilliams samneill embethdavidtz chriscolumbus chriscolumbus chriscolumbus comedy sciencefiction
tt0164912,Stuart Little,brotherbrotherrelationship basedonnovel cat mous adopt orphanag stepbroth kidsandfamili newyorkcitytwintow gangster michaelj.fox geenadavis hughlaurie robminkoff robminkoff robminkoff animation fantasy family comedy
tt0162866,The Emperor and the Assassin,china assassin kingdom occupyingpow govern concubin gongli zhangfengyi sunzhou chenkaige chenkaige chenkaige drama history
tt0120910,Fantasia 2000,orchestra musicalseg stevemartin itzhakperlman quincyjones jamesalgar jamesalgar jamesalgar animation family music
tt0175880,Magnolia,farewel regret parentchildrelationship suicideattempt becominganadult lossoffath dyinganddeath chanc childprodigi daughter unsoci reconcili juliannemoore williamh.macy johnc.reilly paulthomasanderson paulthomasanderson paulthomasanderson drama
tt0119079,Onegin,deathofafriend unrequitedlov tragiclov relationship womandirector ralphfiennes livtyler tobystephens marthafiennes marthafiennes marthafiennes drama romance
tt0151568,Topsy-Turvy,prostitut music biographi telephonecal cigarsmok drink allancorduner jimbroadbent timothyspall mikeleigh mikeleigh mikeleigh comedy drama music
tt0106455,Boiling Point,wesleysnipes dennishopper lolitadavidovich jamesb.harris jamesb.harris jamesb.harris drama action adventure crime thriller
tt0096978,Brenda Starr,centralandsouthamerica comic-stripartist basedoncom report brookeshields timothydalton tonypeck robertellismiller robertellismiller robertellismiller adventure fantasy
tt0066892,Carnal Knowledge,friend jacknicholson candicebergen artgarfunkel mikenichols mikenichols mikenichols drama
tt0064276,Easy Rider,rebel adolesc brothel opium arbitrarylaw drugaddict drugtraff highway lsd music independentfilm marijuana peterfonda dennishopper antoniomendoza dennishopper dennishopper dennishopper adventure drama
tt0087231,The Falcon and the Snowman,spi biographi timothyhutton seanpenn pathingle johnschlesinger johnschlesinger johnschlesinger thriller drama crime
tt0053226,Room at the Top,basedonnovel smalltown blackmail assault lossofvirgin guilt unwedpregn newjob drunken simonesignoret laurenceharvey heathersears jackclayton jackclayton jackclayton romance drama
tt0146838,Any Given Sunday,americanfootbal trainer train americanfootballcoach sport alpacino camerondiaz dennisquaid oliverstone oliverstone oliverstone drama
tt0125664,Man on the Moon,showbusi comedian wrestl jimcarrey courtneylove bobzmuda milošforman milošforman milošforman comedy drama romance
tt0177789,Galaxy Quest,spacebattl spaceship spoof fictionaltvshow timallen sigourneyweaver alanrickman deanparisot deanparisot deanparisot comedy family sciencefiction
tt0134119,The Talented Mr. Ripley,venic itali gay newyork lovesick doublelif dualident jealousi secretident newlov homicid atlanticocean newident plannedmurd prosecut yacht ship falseident beguil reject inferioritycomplex oceanlin friendship homosexu wealth cowardli envi mattdamon gwynethpaltrow judelaw anthonyminghella anthonyminghella anthonyminghella thriller crime drama
tt0195945,Next Friday,prison repay gangwar boygang reveng escapefromprison escap losangel gangmemb mexicanamerican cholo icecube mikeepps justinpierce stevecarr stevecarr stevecarr comedy
tt0174856,The Hurricane,prison boxer boxingmatch boxingschool biographi denzelwashington vicellousreonshannon deborahkaraunger normanjewison normanjewison normanjewison drama
tt0145653,Angela's Ashes,emigr irish-american hunger sociallydeprivedfamili famin alcohol brooklynnewyorkc emilywatson robertcarlyle joebreen alanparker alanparker alanparker drama
tt0196857,Play It to the Bone,sport antoniobanderas woodyharrelson lolitadavidovich ronshelton ronshelton ronshelton comedy drama
tt0120866,Titus,shakespear rome lossofson repay battleforpow command womandirector anthonyhopkins jessicalange jonathanrhysmeyers julietaymor julietaymor julietaymor drama history thriller
tt0192335,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",neo-nazi prison gallow coffe auschwitz gaschamb execut hang denial freda.leuchterjr. robertjanvanpelt davidirving errolmorris errolmorris errolmorris documentary
tt0174268,The Third Miracle,womandirector edharris anneheche arminmueller-stahl agnieszkaholland agnieszkaholland agnieszkaholland drama
tt0120834,Snow Falling on Cedars,journalist japanes wife fisherman war bias trial washingtonst japaneseamerican ethanhawke youkikudoh reevecarney scotthicks scotthicks scotthicks drama romance
tt0172493,"Girl, Interrupted",basedonnovel suicideattempt puberti biographi borderlinepersonalitydisord winonaryder angelinajolie cleaduvall jamesmangold jamesmangold jamesmangold drama
tt0208261,The Life and Times of Hank Greenberg,avivakempner avivakempner avivakempner documentary family
tt0156812,My Dog Skip,mississippi childhoodmemori dog frankiemuniz dianelane kevinbacon jayrussell jayrussell jayrussell comedy drama family
tt0134983,Supernova,blackpeopl starship futur star supernova blast jamesspader angelabassett robertforster walterhill walterhill walterhill horror sciencefiction thriller
tt0169302,The Terrorist,ayeshadharker k.krishna vishwas santoshsivan santoshsivan santoshsivan drama
tt0070903,The Way We Were,communist polit anti-commun barbrastreisand robertredford bradforddillman sydneypollack sydneypollack sydneypollack drama romance
tt0046359,Stalag 17,chess spi german plant guard escap secur christma williamholden dontaylor ottopreminger billywilder billywilder billywilder comedy drama war
tt0095897,The Presidio,competit sanfrancisco courtcas investig adversari militaryservic base suspens seanconnery markharmon megryan peterhyams peterhyams peterhyams action adventure crime drama mystery thriller
tt0070511,Papillon,prison escapefromprison devil'sisland stevemcqueen dustinhoffman victorjory franklinj.schaffner franklinj.schaffner franklinj.schaffner crime drama
tt0050815,Pal Joey,sanfrancisco nightclub singer musicalnumb femalesing franksinatra kimnovak ritahayworth georgesidney georgesidney georgesidney comedy music romance
tt0070290,The Last Detail,taxi sailor roadmovi jacknicholson otisyoung randyquaid halashby halashby halashby comedy drama
tt0065724,Five Easy Pieces,roadtrip drifter classdiffer jacknicholson susananspach karenblack bobrafelson bobrafelson bobrafelson drama
tt0065436,Even Dwarfs Started Small,rageandh malic smallperson insurrect independentfilm teacher trench helmutdöring paulglauer giselahertwig wernerherzog wernerherzog wernerherzog comedy drama
tt0097162,Dead Calm,lossofson senseofguilt toxic shipwreck marriedcoupl australian yacht australia carcrash sinkingboat nicolekidman samneill billyzane phillipnoyce phillipnoyce phillipnoyce crime thriller horror drama
tt0077269,The Boys from Brazil,thirdreich gregorypeck laurenceolivier jamesmason franklinj.schaffner franklinj.schaffner franklinj.schaffner horror drama thriller sciencefiction
tt0054067,Black Sunday,witch vampir crypt gothichorror ironmask barbarasteele johnrichardson ivogarrani mariobava mariobava mariobava horror
tt0086859,Against All Odds,adventur americanfootballplay filmnoir jeffbridges rachelward jameswoods taylorhackford taylorhackford taylorhackford action adventure crime drama mystery romance thriller
tt0045162,The Snows of Kilimanjaro,africa ex-lov safari adventur countess gregorypeck susanhayward avagardner henryking henryking henryking action adventure drama romance
tt0107659,National Lampoon's Loaded Weapon 1,cocain polic spoof losangel emilioestevez samuell.jackson jonlovitz genequintano genequintano genequintano comedy
tt0083929,Fast Times at Ridgemont High,sex basedonnovel nuditi friendship highschool shoppingmal bikini bong teacher comingofag marijuana lossofvirgin drughumor teenmovi rock'n'rol stoner irrever teencomedi dreamsequ conveniencestor teenagepregn womandirector abort seanpenn jenniferjasonleigh judgereinhold amyheckerling amyheckerling amyheckerling comedy
tt0094924,A Cry in the Dark,camp campsit courtcas nightmar baby-snatch privatelif australia innoc grief jail trial wildanim courtroom dingo merylstreep samneill dalereeves fredschepisi fredschepisi fredschepisi drama
tt0106364,Batman: Mask of the Phantasm,dccomic basedoncom superpow kevinconroy markhamill danadelany brucetimm brucetimm brucetimm action adventure animation family
tt0088707,American Flyers,bicycl sport cycl bicyclerac kevincostner davidmarshallgrant raedawnchong johnbadham johnbadham johnbadham drama
tt0066380,Vampyros Lesbos,femalenud sex vampir seduct sexploit soledadmiranda ewaströmberg dennisprice jesúsfranco jesúsfranco jesúsfranco horror
tt0029606,A Star Is Born,waitress showbusi wifehusbandrelationship hollywood alcohol moviestar filmindustri janetgaynor fredricmarch adolphemenjou williama.wellman williama.wellman williama.wellman drama
tt0102687,Poison,prison sexual drama horror love independentfilm sciencefict punish blood scientist edithmeeks milliewhite bucksmith toddhaynes toddhaynes toddhaynes drama horror sciencefiction
tt0100318,Pacific Heights,sanfrancisco cheat staircas attemptedmurd conman ladder lodger suspens extremeviol psychopathi homeownership melaniegriffith matthewmodine michaelkeaton johnschlesinger johnschlesinger johnschlesinger crime thriller
tt0083851,The Draughtsman's Contract,adulteri drawingandpaint anthonyhiggins janetsuzman davehill petergreenaway petergreenaway petergreenaway comedy mystery romance
tt0090366,A Zed & Two Noughts,francesbarber jossackland briandeacon petergreenaway petergreenaway petergreenaway comedy drama
tt0058625,Woman in the Dunes,arthous eijiokada kyokokishida ginzôsekiguchi hiroshiteshigahara hiroshiteshigahara hiroshiteshigahara drama thriller
tt0186975,Down to You,lovesick newlov loveofone'slif man-womanrel love freddieprinzejr. juliastiles selmablair krisisacsson krisisacsson krisisacsson comedy drama family romance
tt0016332,Seven Chances,clock countdown bride time rock inherit church millionair avalanch blackfac busterkeaton t.roybarnes snitzedwards busterkeaton busterkeaton busterkeaton comedy romance
tt0081748,Where the Buffalo Roam,journal write biographi historicalfigur lawyer drugus writer billmurray peterboyle brunokirby artlinson artlinson artlinson comedy drama
tt0120662,Eye of the Beholder,beautifulwoman serialkil secretservic blind ewanmcgregor ashleyjudd patrickbergin stephanelliott stephanelliott stephanelliott drama mystery thriller
tt0141399,Isn't She Great,autism bettemidler nathanlane stockardchanning andrewbergman andrewbergman andrewbergman drama comedy
tt0156639,The Big Tease,hairdress craigferguson davidrasche marymccormack kevinallen kevinallen kevinallen comedy foreign
tt0201840,The Cup,sport orgyentobgyal netenchokling jamyanglodro khyentsenorbu khyentsenorbu khyentsenorbu comedy
tt0104187,Encino Man,stoneag prehistor losangel cavemen prehistoricman seanastin brendanfraser paulyshore lesmayfield lesmayfield lesmayfield comedy family
tt0076095,The Goodbye Girl,theatreplay richarddreyfuss marshamason quinncummings herbertross herbertross herbertross comedy romance
tt0058604,I Am Cuba,cuba propaganda peasant peac polic cubanrevolut surreal wealth rebellion student univers sergiocorrieri luzmaríacollazo joségallardo mikhailkalatozov mikhailkalatozov mikhailkalatozov drama
tt0104797,Malcolm X,islam newyork prison assassin kukluxklan muslim policebrut beach koran jailguard prisoncel bibl biographi martinlutherk civilrightsmovement cabriolet polic historicalfigur denzelwashington angelabassett alberthall spikelee spikelee spikelee drama history
tt0105417,Sister Act,churchchoir witnessprotect music gospel concert murder singer witnesstomurd monasteri whoopigoldberg maggiesmith kathynajimy emileardolino emileardolino emileardolino music comedy
tt0108147,Sister Act 2: Back in the Habit,music monasteri whoopigoldberg kathynajimy jamescoburn billduke billduke billduke music comedy
tt0104389,The Hand that Rocks the Cradle,lossofchild nanni destroy family'sdailylif infant rageandh malic childless childwish child annabellasciorra rebeccademornay mattmccoy curtishanson curtishanson curtishanson thriller
tt0106246,Alive,rugbi strand surviv airplanecrash freez disastermovi ethanhawke vincentspano joshhamilton frankmarshall frankmarshall frankmarshall action adventure drama thriller
tt0088683,Agnes of God,court trial psychiatrist convent novic janefonda annebancroft megtilly normanjewison normanjewison normanjewison drama mystery
tt0105323,Scent of a Woman,suicideattempt blindnessandimpairedvis thanksgiv boardingschool prank colonel student newyorkc tear exmilitari alpacino chriso'donnell jamesrebhorn martinbrest martinbrest martinbrest drama
tt0105793,Wayne's World,tvshow heavymet televisionproduc womandirector mikemyers danacarvey roblowe penelopespheeris penelopespheeris penelopespheeris music comedy
tt0108525,Wayne's World 2,loveofone'slif tvshow talkshow kiss rock concert musictvprogramm mikemyers danacarvey christopherwalken stephensurjik stephensurjik stephensurjik music comedy
tt0104694,A League of Their Own,basebal worldwarii sport baseballplay womandirector 1940s tomhanks geenadavis madonna pennymarshall pennymarshall pennymarshall comedy
tt0105112,Patriot Games,assassin assassin repay ira jackryan harrisonford annearcher patrickbergin phillipnoyce phillipnoyce phillipnoyce drama action thriller crime
tt0103855,The Bodyguard,sistersisterrelationship anonymouslett diva bodyguard oscaraward losangel whitneyhouston kevincostner michelelamarrichards mickjackson mickjackson mickjackson thriller action drama music romance
tt0104070,Death Becomes Her,jealousi beauti immort rivalri potion drink merylstreep brucewillis goldiehawn robertzemeckis robertzemeckis robertzemeckis fantasy comedy
tt0104231,Far and Away,fathermurd americandream suspicionofmurd lover kiss irish tomcruise nicolekidman thomasgibson ronhoward ronhoward ronhoward adventure drama romance western
tt0104454,Howards End,basedonnovel sistersisterrelationship empower sister turnofthecenturi vanessaredgrave helenabonhamcarter emmathompson jamesivory jamesivory jamesivory drama romance
tt0105415,Singles,freelov lovesick roommat cheat ex-boyfriend ex-girlfriend loveofone'slif seattl blinddat grung bridgetfonda campbellscott kyrasedgwick cameroncrowe cameroncrowe cameroncrowe comedy drama romance
tt0105665,Twin Peaks: Fire Walk with Me,detect sexualabus bar smalltown orgi surreal investig supernatur murder suspens basedontvseri ruralset prostitut drugsandaddict disturbedteenag cameo sheryllee raywise mädchenamick davidlynch davidlynch davidlynch drama mystery
tt0105812,White Men Can't Jump,whitetrash malefriendship friendship sport basketbal racialsegreg losangel hoodlum wesleysnipes woodyharrelson rosieperez ronshelton ronshelton ronshelton comedy drama
tt0103893,Buffy the Vampire Slayer,cheerlead vampir highschool date teenag fashion unlikelyfriendship valleygirl womandirector cliqu kristyswanson donaldsutherland paulreubens franrubelkuzui franrubelkuzui franrubelkuzui action comedy horror
tt0104684,Hard Boiled,smugglingofarm inspector armsdeal hongkong drug chowyun-fat tonyleungchiu-wai anthonywong johnwoo johnwoo johnwoo action thriller crime
tt0103905,Man Bites Dog,mockumentari brutal filmcrew arab benoîtpoelvoorde rémybelvaux andrébonzel benoîtpoelvoorde benoîtpoelvoorde benoîtpoelvoorde comedy crime drama horror
tt0104815,El Mariachi,unitedstates–mexicobarri leg carlosgallardo jaimedehoyos petermarquardt robertrodriguez robertrodriguez robertrodriguez action crime thriller
tt0105477,Stop! Or My Mom Will Shoot,submachinegun polic losangel crimin sylvesterstallone estellegetty jobethwilliams rogerspottiswoode rogerspottiswoode rogerspottiswoode action comedy
tt0104291,Forever Young,testperson u.s.airforc airplan humanexperiment melgibson jamieleecurtis elijahwood steveminer steveminer steveminer adventure fantasy drama sciencefiction romance
tt0104040,The Cutting Edge,olympicgam sport romanticcomedi skate figuresk d.b.sweeney moirakelly roydotrice paulmichaelglaser paulmichaelglaser paulmichaelglaser comedy drama romance
tt0105046,Of Mice and Men,dream worker countrylif farmwork farm error greatdepress johnmalkovich garysinise raywalston garysinise garysinise garysinise drama
tt0103759,Bad Lieutenant,corrupt rape detect nun basebal drugaddict homicid drugdeal heroin crucifixion gamblingdebt polic teenagegirl newyorkc violenc drink harveykeitel victorargo frankiethorn abelferrara abelferrara abelferrara crime drama
tt0134084,Scream 3,mask metaldetector filmdirector ex-cop report slasher scream seriesofmurd davidarquette nevecampbell courteneycox wescraven wescraven wescraven horror mystery
tt0105414,Single White Female,femalenud sex stalker remotecontrol puppi lesbianrelationship basement photograph violenc surpriseparti mentalil businesscard icecream faceslap bridgetfonda jenniferjasonleigh stevenweber barbetschroeder barbetschroeder barbetschroeder thriller
tt0144117,The Boondock Saints,arbitrarylaw boston twinbroth russianmafia irish policest duringcreditssting willemdafoe normanreedus seanpatrickflanery troyduffy troyduffy troyduffy action thriller crime
tt0171356,Gun Shy,femalenud drugcartel nervousbreakdown sandrabullock liamneeson oliverplatt ericblakeney ericblakeney ericblakeney action comedy romance thriller
tt0144801,The Brandon Teena Story,womandirector susanmuska susanmuska susanmuska documentary
tt0116102,Different for Girls,rupertgraves stevenmackintosh miriammargolyes richardspence richardspence richardspence comedy foreign
tt0067848,They Might Be Giants,lossoflov mentaldiseas suppressedpast fantasi sherlockholm psychiatri georgec.scott joannewoodward jackgilford anthonyharvey anthonyharvey anthonyharvey comedy mystery thriller
tt0163978,The Beach,hippi exoticisland beach map groupdynam sharkattack leader thailand communiti backpack delus marijuana youth shark extramaritalaffair leonardodicaprio guillaumecanet tildaswinton dannyboyle dannyboyle dannyboyle drama adventure romance thriller
tt0184907,Snow Day,chevychase chriselliott jeansmart chriskoch chriskoch chriskoch comedy family
tt0220099,The Tigger Movie,owl donkey tiger piglet bear rabbit womandirector jimcummings nikitahopkins kensansom junfalkenstein junfalkenstein junfalkenstein animation family
tt0209189,Not One Less,mountain mayor boy villag promis class teacher money food girl citi minzhiwei huikezhang zhendatian zhangyimou zhangyimou zhangyimou drama
tt0047878,The Big Combo,detect policecorrupt cornelwilde jeanwallace briandonlevy josephh.lewis josephh.lewis josephh.lewis drama action thriller crime mystery
tt0074455,Eaten Alive,redneck psychot videonasti nevillebrand melferrer carolynjones tobehooper tobehooper tobehooper horror
tt0062376,"To Sir, with Love",londonengland educ teacher school sidneypoitier suzykendall christianroberts jamesclavell jamesclavell jamesclavell drama
tt0181984,Boiler Room,financ stockbrok giovanniribisi vindiesel nialong benyounger benyounger benyounger crime drama thriller
tt0162983,Hanging Up,sistersisterrelationship cheat amnesia telephon lossofwif ex-wif womandirector megryan dianekeaton lisakudrow dianekeaton dianekeaton dianekeaton comedy drama
tt0134847,Pitch Black,dark dystopia comet alienlife-form surviv eclips vindiesel radhamitchell colehauser davidtwohy davidtwohy davidtwohy thriller sciencefiction action
tt0190138,The Whole Nine Yards,bounti gangsterboss montreal gangster dentist hoodlum brucewillis matthewperry rosannaarquette jonathanlynn jonathanlynn jonathanlynn comedy crime
tt0159272,Beautiful People,england refuge independentfilm charlottecoleman charleskay rosalindayres jasmindizdar jasmindizdar jasmindizdar war comedy drama
tt0221023,Black Tar Heroin: The Dark End of the Street,stevenokazaki stevenokazaki stevenokazaki documentary
tt0077248,Blue Collar,robberi bar blackmail drink union bluecollarwork richardpryor harveykeitel yaphetkotto paulschrader paulschrader paulschrader drama crime
tt0018773,The Circus,circus charliechaplin charliechaplin alernestgarcia mernakennedy charliechaplin charliechaplin charliechaplin comedy drama
tt0021749,City Lights,suicideattempt oper blindnessandimpairedvis loveofone'slif eyeoper flowershop flowergirl tramp love millionair blindgirl littletramp charliechaplin virginiacherrill florencelee charliechaplin charliechaplin charliechaplin comedy drama romance
tt0087265,The Flamingo Kid,mattdillon héctorelizondo mollymccarthy garrymarshall garrymarshall garrymarshall comedy drama romance
tt0009018,A Dog's Life,robberi musician tramp polic thief sing dog wallet firedfromthejob unemploy dancehal short charliechaplin ednapurviance daveanderson charliechaplin charliechaplin charliechaplin comedy
tt0012349,The Kid,angel suicideattempt fistfight slapstick classdiffer richpoor dreamsequ semiautobiograph autotheft littletramp illegitimateson charliechaplin jackiecoogan ednapurviance charliechaplin charliechaplin charliechaplin comedy drama
tt0084395,Class Reunion,gerritgraham michaellerner mistyrowe michaelmiller michaelmiller michaelmiller comedy
tt0044420,The Big Trees,tree kirkdouglas evemiller patricewymore felixe.feist felixe.feist felixe.feist romance western
tt0184858,Reindeer Games,prison robberi rolerevers extramaritalaffair benaffleck garysinise charlizetheron johnfrankenheimer johnfrankenheimer johnfrankenheimer thriller
tt0185014,Wonder Boys,adulteri robberi basedonnovel professor colleg polic parti liar marijuana writer univers drug dog michaeldouglas tobeymaguire francesmcdormand curtishanson curtishanson curtishanson comedy drama
tt0158583,Deterrence,diner kevinpollak timothyhutton sherylleeralph rodlurie rodlurie rodlurie action drama mystery thriller
tt0164756,Mifune,upperclass denmark countrysid prostitut callgirl manag rape mentallydis copenhagen drown funer boardingschool dogme95 housekeep disabl andersw.berthelsen ibenhjejle jesperasholt sørenkragh-jacobsen sørenkragh-jacobsen sørenkragh-jacobsen romance comedy drama
tt0186045,Drowning Mona,suspicion suspect investig remak murder death accid dysfunct dannydevito bettemidler nevecampbell nickgomez nickgomez nickgomez comedy crime mystery
tt0156841,The Next Best Thing,gay parentchildrelationship custodybattl flush yoga singl bestfriend losangel singlefath co-par madonna ruperteverett benjaminbratt johnschlesinger johnschlesinger johnschlesinger comedy
tt0181151,What Planet Are You From?,nois alienlife-form erect alien reproduct garryshandling annettebening johngoodman mikenichols mikenichols mikenichols comedy drama romance sciencefiction
tt0218043,Beyond the Mat,wrestl sport controversi mickfoley terryfunk vincemcmahon barryw.blaustein barryw.blaustein barryw.blaustein documentary
tt0165798,Ghost Dog: The Way of the Samurai,deport hitman missionofmurd book code telescop beat mafia park pigeon icecream racialslur forestwhitaker cliffgorman triciavessey jimjarmusch jimjarmusch jimjarmusch crime drama
tt0094347,The Year My Voice Broke,noahtaylor loenecarmen benmendelsohn johnduigan johnduigan johnduigan drama foreign romance
tt0055471,Splendor in the Grass,unrequitedlov stockmarketcrash nataliewood warrenbeatty pathingle eliakazan eliakazan eliakazan drama romance
tt0085980,My Tutor,learningandteach tutor olderwomanyoungermanrelationship carenkaye mattlattanzi kevinmccarthy georgebowers georgebowers georgebowers comedy drama romance
tt0040506,Key Largo,hotel florida warveteran hurrican floridakey widow gangster alcohol humili death intimid charterboat henchmen filmnoir moll lawoffic humphreybogart edwardg.robinson laurenbacall johnhuston johnhuston johnhuston crime drama thriller
